@relation test

@attribute place {Namburu,Kakani,Tadepalli,Amaravathi,KLU}
@attribute parameter {temperature,humidity,Rainfall,Pressure}
@attribute value numeric

@data
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
Namburu,temperature,22
Kakani,temperature,22
Namburu,temperature,22
Tadepalli,temperature,22
Namburu,temperature,22
KLU,temperature,29
Amaravathi,temperature,29
Amaravathi,temperature,29
KLU,temperature,30
KLU,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
KLU,temperature,30
Kakani,temperature,30
KLU,temperature,30
Kakani,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Amaravathi,temperature,30
KLU,temperature,30
KLU,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Kakani,temperature,30
KLU,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Namburu,temperature,30
KLU,temperature,30
Kakani,temperature,30
KLU,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Namburu,temperature,30
KLU,temperature,30
Namburu,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Namburu,temperature,30
KLU,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
KLU,temperature,30
Namburu,temperature,30
KLU,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
KLU,temperature,30
KLU,temperature,30
Kakani,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Kakani,temperature,30
KLU,temperature,30
Kakani,temperature,30
KLU,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Amaravathi,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Kakani,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
KLU,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
KLU,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Kakani,temperature,30
KLU,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
KLU,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
KLU,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
Amaravathi,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
KLU,temperature,30
KLU,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
KLU,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
KLU,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
Tadepalli,temperature,30
KLU,temperature,30
Tadepalli,temperature,30
KLU,temperature,30
Amaravathi,temperature,30
Tadepalli,temperature,30
Amaravathi,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Kakani,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
KLU,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
KLU,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Tadepalli,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Namburu,temperature,30
KLU,temperature,30
Namburu,temperature,30
Namburu,temperature,30
KLU,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Namburu,temperature,30
Amaravathi,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Namburu,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Kakani,temperature,30
Amaravathi,temperature,30
KLU,temperature,30
KLU,temperature,30
KLU,temperature,30
KLU,temperature,30
KLU,temperature,30
KLU,temperature,30
Namburu,temperature,31
Namburu,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
KLU,temperature,31
Namburu,temperature,31
Namburu,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Namburu,temperature,31
Namburu,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Amaravathi,temperature,31
Tadepalli,temperature,31
Amaravathi,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Amaravathi,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Amaravathi,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Amaravathi,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Namburu,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Namburu,temperature,31
Namburu,temperature,31
Namburu,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Namburu,temperature,31
Namburu,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Amaravathi,temperature,31
Amaravathi,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Namburu,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Amaravathi,temperature,31
Amaravathi,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Namburu,temperature,31
Amaravathi,temperature,31
Amaravathi,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Amaravathi,temperature,31
KLU,temperature,31
Namburu,temperature,31
Namburu,temperature,31
Amaravathi,temperature,31
KLU,temperature,31
KLU,temperature,31
Namburu,temperature,31
KLU,temperature,31
Namburu,temperature,31
KLU,temperature,31
KLU,temperature,31
Namburu,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Amaravathi,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Amaravathi,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Amaravathi,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Amaravathi,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
Amaravathi,temperature,31
KLU,temperature,31
Amaravathi,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Amaravathi,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Amaravathi,temperature,31
KLU,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
Kakani,temperature,31
Tadepalli,temperature,31
Tadepalli,temperature,31
KLU,temperature,31
KLU,temperature,31
Kakani,temperature,31
Amaravathi,temperature,31
Tadepalli,temperature,31
Kakani,temperature,31
